PrescriptionIndex,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
1,United States,Oregon,2021-03-01,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-02,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-03,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-04,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-05,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-06,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-07,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-08,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-09,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-10,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-11,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-12,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-13,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-14,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-15,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-16,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-17,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-18,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-19,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-20,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-21,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-22,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-23,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-24,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-25,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-26,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-27,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-28,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-29,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-30,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-03-31,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-01,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-02,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-03,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-04,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-05,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-06,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-07,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-08,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-09,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-10,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-11,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-12,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-13,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-14,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-15,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-16,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-17,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-18,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-19,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-20,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-21,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-22,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-23,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-24,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-25,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-26,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-27,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-28,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-29,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-04-30,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-01,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-02,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-03,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-04,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-05,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-06,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-07,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-08,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-09,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-10,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-11,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-12,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Oregon,2021-05-13,2,2,1,1,1,0,0,0,1,2,0,2
1,United States,Pennsylvania,2021-02-13,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-14,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-15,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-16,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-17,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-18,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-19,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-20,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-21,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-22,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-23,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-24,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-25,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-26,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-27,2,2,0,2,1,0,0,2,0,0,1,0
1,United States,Pennsylvania,2021-02-28,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-01,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-02,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-03,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-04,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-05,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-06,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-07,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-08,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-09,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-10,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-11,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-12,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-13,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-14,2,2,0,3,1,0,0,3,0,0,1,0
1,United States,Pennsylvania,2021-03-15,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-16,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-17,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-18,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-19,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-20,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-21,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-22,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-23,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-24,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-25,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-26,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-27,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-28,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-29,2,2,0,3,2,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-30,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-03-31,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-01,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-02,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-03,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-04,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-05,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-06,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-07,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-08,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-09,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-10,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-11,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-12,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-13,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-14,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-15,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-16,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-17,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-18,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-19,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-20,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-21,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-22,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-23,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-24,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-25,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-26,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-27,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-28,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-29,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-04-30,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-01,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-02,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-03,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-04,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-05,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-06,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-07,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-08,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-09,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-10,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-11,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-12,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Pennsylvania,2021-05-13,2,2,0,3,1,0,0,3,0,0,2,0
1,United States,Rhode Island,2021-02-13,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-14,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-15,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-16,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-17,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-18,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-19,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-20,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-21,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-22,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-23,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-24,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-25,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-26,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-27,1,0,1,2,1,1,0,1,0,1,1,2
1,United States,Rhode Island,2021-02-28,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-01,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-02,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-03,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-04,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-05,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-06,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-07,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-08,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-09,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-10,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-11,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-12,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-13,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-14,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-15,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-16,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-17,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-18,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-19,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-20,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-21,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-22,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-23,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-24,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-25,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-26,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-27,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-28,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-29,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-30,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-03-31,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-01,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-02,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-03,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-04,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-05,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-06,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-07,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-08,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-09,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-10,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-11,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-12,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-13,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-14,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-15,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-16,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-17,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-18,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-19,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-20,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-21,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-22,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-23,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-24,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-25,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-26,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-27,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-28,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-29,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-04-30,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-01,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-02,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-03,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-04,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-05,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-06,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-07,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-08,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-09,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-10,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-11,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-12,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,Rhode Island,2021-05-13,1,0,1,2,1,1,0,1,0,1,1,1
1,United States,South Carolina,2021-02-13,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-14,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-15,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-16,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-17,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-18,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-19,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-20,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-21,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-22,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-23,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-24,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-25,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-26,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-27,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-02-28,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-01,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-02,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-03,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-04,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-05,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-06,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-07,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-08,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-09,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-10,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-11,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-12,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-13,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-14,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-15,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-16,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-17,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-18,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-19,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-20,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-21,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-22,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-23,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-24,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-25,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-26,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-27,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-28,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-29,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-30,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-03-31,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-01,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-02,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-03,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-04,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-05,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-06,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-07,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-08,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-09,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-10,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-11,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-12,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-13,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-14,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-15,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-16,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-17,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-18,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-19,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-20,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-21,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-22,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-23,1,1,0,0,1,1,1,2,1,2,1,0
1,United States,South Carolina,2021-04-24,1,1,0,0,1,1,1,2,1,2,1,0
